일자,개인,1m,2m,3m,개인ams,현금
2001-01-01,,,,,0.0,0.5
2001-02-01,724996.0,,,,0.0,0.5
2001-03-01,719720.0,-0.007277281529829094,,,0.165,0.33499999999999996
2001-04-01,721093.0,0.001907686322458746,-0.007277281529829094,,0.0,0.5
2001-05-01,713592.0,-0.010402264340383272,0.001907686322458746,-0.007277281529829094,0.165,0.33499999999999996
2001-06-01,703925.0,-0.013546956804448507,-0.010402264340383272,0.001907686322458746,0.33,0.16999999999999998
2001-07-01,708690.0,0.006769187058280446,-0.013546956804448507,-0.010402264340383272,0.0,0.5
2001-08-01,710779.0,0.0029476922208582224,0.006769187058280446,-0.013546956804448507,0.0,0.5
2001-09-01,705182.0,-0.00787445886836835,0.0029476922208582224,0.006769187058280446,0.165,0.33499999999999996
2001-10-01,708284.0,0.004398864406635505,-0.00787445886836835,0.0029476922208582224,0.0,0.5
2001-11-01,703761.0,-0.0063858565208306795,0.004398864406635505,-0.00787445886836835,0.165,0.33499999999999996
2001-12-01,694972.0,-0.012488614742789061,-0.0063858565208306795,0.004398864406635505,0.33,0.16999999999999998
2002-01-01,697649.0,0.003851953747776804,-0.012488614742789061,-0.0063858565208306795,0.0,0.5
2002-02-01,699792.0,0.0030717452472517337,0.003851953747776804,-0.012488614742789061,0.0,0.5
2002-03-01,693627.0,-0.008809760614582607,0.0030717452472517337,0.003851953747776804,0.165,0.33499999999999996
2002-04-01,697962.0,0.006249756713622823,-0.008809760614582607,0.0030717452472517337,0.0,0.5
2002-05-01,706394.0,0.01208088692507614,0.006249756713622823,-0.008809760614582607,0.0,0.5
2002-06-01,707798.0,0.0019875593507305833,0.01208088692507614,0.006249756713622823,0.0,0.5
2002-07-01,715587.0,0.01100455214623386,0.0019875593507305833,0.01208088692507614,0.0,0.5
2002-08-01,719053.0,0.00484357597329188,0.01100455214623386,0.0019875593507305833,0.0,0.5
2002-09-01,714633.0,-0.006146973867016792,0.00484357597329188,0.01100455214623386,0.165,0.33499999999999996
2002-10-01,722098.0,0.010445921193115826,-0.006146973867016792,0.00484357597329188,0.0,0.5
2002-11-01,717691.0,-0.006103049724552667,0.010445921193115826,-0.006146973867016792,0.165,0.33499999999999996
2002-12-01,699872.0,-0.024828233877810968,-0.006103049724552667,0.010445921193115826,0.33,0.16999999999999998
2003-01-01,706288.0,0.009167390608568526,-0.024828233877810968,-0.006103049724552667,0.0,0.5
2003-02-01,716684.0,0.014719208028453057,0.009167390608568526,-0.024828233877810968,0.0,0.5
2003-03-01,716947.0,0.00036696786868417597,0.014719208028453057,0.009167390608568526,0.0,0.5
2003-04-01,720092.0,0.004386656196343708,0.00036696786868417597,0.014719208028453057,0.0,0.5
2003-05-01,719514.0,-0.0008026752137226811,0.004386656196343708,0.00036696786868417597,0.165,0.33499999999999996
2003-06-01,706017.0,-0.018758495317672708,-0.0008026752137226811,0.004386656196343708,0.33,0.16999999999999998
2003-07-01,692984.0,-0.018459895441611196,-0.018758495317672708,-0.0008026752137226811,0.5,0.0
2003-08-01,679162.0,-0.019945626450249887,-0.018459895441611196,-0.018758495317672708,0.5,0.0
2003-09-01,667723.0,-0.01684281511627561,-0.019945626450249887,-0.018459895441611196,0.5,0.0
2003-10-01,671224.0,0.0052431921620192945,-0.01684281511627561,-0.019945626450249887,0.0,0.5
2003-11-01,650843.0,-0.030363932159755858,0.0052431921620192945,-0.01684281511627561,0.165,0.33499999999999996
2003-12-01,651693.0,0.0013059985280627906,-0.030363932159755858,0.0052431921620192945,0.0,0.5
2004-01-01,647536.0,-0.006378770371938902,0.0013059985280627906,-0.030363932159755858,0.165,0.33499999999999996
2004-02-01,637223.0,-0.015926527637073473,-0.006378770371938902,0.0013059985280627906,0.33,0.16999999999999998
2004-03-01,627728.0,-0.014900592100410726,-0.015926527637073473,-0.006378770371938902,0.5,0.0
2004-04-01,622451.0,-0.008406507277037178,-0.014900592100410726,-0.015926527637073473,0.5,0.0
2004-05-01,618087.0,-0.007010993636446861,-0.008406507277037178,-0.014900592100410726,0.5,0.0
2004-06-01,624441.0,0.010280106198641947,-0.007010993636446861,-0.008406507277037178,0.0,0.5
2004-07-01,623569.0,-0.001396448983971288,0.010280106198641947,-0.007010993636446861,0.165,0.33499999999999996
2004-08-01,621396.0,-0.003484778749424655,-0.001396448983971288,0.010280106198641947,0.33,0.16999999999999998
2004-09-01,604423.0,-0.027314305209560463,-0.003484778749424655,-0.001396448983971288,0.5,0.0
2004-10-01,594682.0,-0.01611619676948095,-0.027314305209560463,-0.003484778749424655,0.5,0.0
2004-11-01,596180.0,0.0025189933443419132,-0.01611619676948095,-0.027314305209560463,0.0,0.5
2004-12-01,587266.0,-0.014951860176456777,0.0025189933443419132,-0.01611619676948095,0.165,0.33499999999999996
2005-01-01,581426.0,-0.009944386359843738,-0.014951860176456777,0.0025189933443419132,0.33,0.16999999999999998
2005-02-01,571906.0,-0.016373536787140597,-0.009944386359843738,-0.014951860176456777,0.5,0.0
2005-03-01,566183.0,-0.010006889244036588,-0.016373536787140597,-0.009944386359843738,0.5,0.0
2005-04-01,570002.0,0.006745168964804593,-0.010006889244036588,-0.016373536787140597,0.0,0.5
2005-05-01,572292.0,0.004017529763053362,0.006745168964804593,-0.010006889244036588,0.0,0.5
2005-06-01,553996.0,-0.03196969379267922,0.004017529763053362,0.006745168964804593,0.165,0.33499999999999996
2005-07-01,539425.0,-0.026301633946815506,-0.03196969379267922,0.004017529763053362,0.33,0.16999999999999998
2005-08-01,520263.0,-0.03552301061315288,-0.026301633946815506,-0.03196969379267922,0.5,0.0
2005-09-01,517277.0,-0.0057394048779174645,-0.03552301061315288,-0.026301633946815506,0.5,0.0
2005-10-01,508177.0,-0.01759212182254377,-0.0057394048779174645,-0.03552301061315288,0.5,0.0
2005-11-01,522462.0,0.02811028440877883,-0.01759212182254377,-0.0057394048779174645,0.0,0.5
2005-12-01,504201.0,-0.03495182424750509,0.02811028440877883,-0.01759212182254377,0.165,0.33499999999999996
2006-01-01,500684.0,-0.006975392750113496,-0.03495182424750509,0.02811028440877883,0.33,0.16999999999999998
2006-02-01,486507.0,-0.02831526471786594,-0.006975392750113496,-0.03495182424750509,0.5,0.0
2006-03-01,483550.0,-0.006078021487871732,-0.02831526471786594,-0.006975392750113496,0.5,0.0
2006-04-01,479661.0,-0.008042601592389564,-0.006078021487871732,-0.02831526471786594,0.5,0.0
2006-05-01,469252.0,-0.02170074281628065,-0.008042601592389564,-0.006078021487871732,0.5,0.0
2006-06-01,480517.0,0.02400629086290529,-0.02170074281628065,-0.008042601592389564,0.0,0.5
2006-07-01,483429.0,0.006060139391530273,0.02400629086290529,-0.02170074281628065,0.0,0.5
2006-08-01,483785.0,0.0007364059665431189,0.006060139391530273,0.02400629086290529,0.0,0.5
2006-09-01,476808.0,-0.014421695587916172,0.0007364059665431189,0.006060139391530273,0.165,0.33499999999999996
2006-10-01,472814.0,-0.008376537306421072,-0.014421695587916172,0.0007364059665431189,0.33,0.16999999999999998
2006-11-01,466579.0,-0.0131870037689239,-0.008376537306421072,-0.014421695587916172,0.5,0.0
2006-12-01,470143.0,0.007638577818547265,-0.0131870037689239,-0.008376537306421072,0.0,0.5
2007-01-01,470048.0,-0.0002020661798644019,0.007638577818547265,-0.0131870037689239,0.165,0.33499999999999996
2007-02-01,477587.0,0.0160387875280823,-0.0002020661798644019,0.007638577818547265,0.0,0.5
2007-03-01,469035.0,-0.017906685064710715,0.0160387875280823,-0.0002020661798644019,0.165,0.33499999999999996
2007-04-01,472681.0,0.007773407101815399,-0.017906685064710715,0.0160387875280823,0.0,0.5
2007-05-01,472794.0,0.00023906186201694268,0.007773407101815399,-0.017906685064710715,0.0,0.5
2007-06-01,480162.0,0.015583954111092702,0.00023906186201694268,0.007773407101815399,0.0,0.5
2007-07-01,486343.0,0.012872738783993753,0.015583954111092702,0.00023906186201694268,0.0,0.5
2007-08-01,501102.0,0.030346895092558057,0.012872738783993753,0.015583954111092702,0.0,0.5
2007-09-01,509676.0,0.017110288923213313,0.030346895092558057,0.012872738783993753,0.0,0.5
2007-10-01,508389.0,-0.002525133614296182,0.017110288923213313,0.030346895092558057,0.165,0.33499999999999996
2007-11-01,516780.0,0.016505077804594537,-0.002525133614296182,0.017110288923213313,0.0,0.5
2007-12-01,532810.0,0.031019002283370067,0.016505077804594537,-0.002525133614296182,0.0,0.5
2008-01-01,534493.0,0.003158724498414145,0.031019002283370067,0.016505077804594537,0.0,0.5
2008-02-01,552020.0,0.032791823279257226,0.003158724498414145,0.031019002283370067,0.0,0.5
2008-03-01,554581.0,0.004639324662149891,0.032791823279257226,0.003158724498414145,0.0,0.5
2008-04-01,556151.0,0.0028309660806986603,0.004639324662149891,0.032791823279257226,0.0,0.5
2008-05-01,546689.0,-0.01701336507531226,0.0028309660806986603,0.004639324662149891,0.165,0.33499999999999996
2008-06-01,542144.0,-0.008313684745806071,-0.01701336507531226,0.0028309660806986603,0.33,0.16999999999999998
2008-07-01,560364.0,0.03360730728367378,-0.008313684745806071,-0.01701336507531226,0.0,0.5
2008-08-01,559975.0,-0.0006941916325816644,0.03360730728367378,-0.008313684745806071,0.165,0.33499999999999996
2008-09-01,559642.0,-0.0005946694048841739,-0.0006941916325816644,0.03360730728367378,0.33,0.16999999999999998
2008-10-01,554121.0,-0.009865235275408168,-0.0005946694048841739,-0.0006941916325816644,0.5,0.0
2008-11-01,578746.0,0.044439752328462534,-0.009865235275408168,-0.0005946694048841739,0.0,0.5
2008-12-01,582290.0,0.006123584439460483,0.044439752328462534,-0.009865235275408168,0.0,0.5
2009-01-01,562824.0,-0.03343007779628704,0.006123584439460483,0.044439752328462534,0.165,0.33499999999999996
2009-02-01,553605.0,-0.016379898511790558,-0.03343007779628704,0.006123584439460483,0.33,0.16999999999999998
2009-03-01,576660.0,0.04164521635462104,-0.016379898511790558,-0.03343007779628704,0.0,0.5
2009-04-01,556778.0,-0.034477855235320654,0.04164521635462104,-0.016379898511790558,0.165,0.33499999999999996
2009-05-01,560187.0,0.006122727550298412,-0.034477855235320654,0.04164521635462104,0.0,0.5
2009-06-01,581287.0,0.03766599367711132,0.006122727550298412,-0.034477855235320654,0.0,0.5
2009-07-01,591694.0,0.017903376473239474,0.03766599367711132,0.006122727550298412,0.0,0.5
2009-08-01,549834.0,-0.07074602750746162,0.017903376473239474,0.03766599367711132,0.165,0.33499999999999996
2009-09-01,569058.0,0.034963279826274896,-0.07074602750746162,0.017903376473239474,0.0,0.5
2009-10-01,566423.0,-0.004630459461074321,0.034963279826274896,-0.07074602750746162,0.165,0.33499999999999996
2009-11-01,572584.0,0.01087703006410412,-0.004630459461074321,0.034963279826274896,0.0,0.5
2009-12-01,570175.0,-0.004207242954745505,0.01087703006410412,-0.004630459461074321,0.165,0.33499999999999996
2010-01-01,543202.0,-0.047306528697329764,-0.004207242954745505,0.01087703006410412,0.33,0.16999999999999998
2010-02-01,551635.0,0.01552461147050277,-0.047306528697329764,-0.004207242954745505,0.0,0.5
2010-03-01,549934.0,-0.003083560687773601,0.01552461147050277,-0.047306528697329764,0.165,0.33499999999999996
2010-04-01,511246.0,-0.07035026021304369,-0.003083560687773601,0.01552461147050277,0.33,0.16999999999999998
2010-05-01,511098.0,-0.00028948881751644784,-0.07035026021304369,-0.003083560687773601,0.5,0.0
2010-06-01,552916.0,0.08181992494590085,-0.00028948881751644784,-0.07035026021304369,0.0,0.5
2010-07-01,543401.0,-0.017208762271303413,0.08181992494590085,-0.00028948881751644784,0.165,0.33499999999999996
2010-08-01,528615.0,-0.027210108188980175,-0.017208762271303413,0.08181992494590085,0.33,0.16999999999999998
2010-09-01,532025.0,0.006450819594600921,-0.027210108188980175,-0.017208762271303413,0.0,0.5
2010-10-01,509177.0,-0.042945350312485364,0.006450819594600921,-0.027210108188980175,0.165,0.33499999999999996
2010-11-01,506589.0,-0.005082711905683102,-0.042945350312485364,0.006450819594600921,0.33,0.16999999999999998
2010-12-01,494822.0,-0.023227902698242597,-0.005082711905683102,-0.042945350312485364,0.5,0.0
2011-01-01,489360.0,-0.011038312767015168,-0.023227902698242597,-0.005082711905683102,0.5,0.0
2011-02-01,503319.0,0.028525012260912197,-0.011038312767015168,-0.023227902698242597,0.0,0.5
2011-03-01,520078.0,0.03329697468206039,0.028525012260912197,-0.011038312767015168,0.0,0.5
2011-04-01,495938.0,-0.046416114505900996,0.03329697468206039,0.028525012260912197,0.165,0.33499999999999996
2011-05-01,511938.0,0.03226209727828877,-0.046416114505900996,0.03329697468206039,0.0,0.5
2011-06-01,531423.0,0.03806124960444435,0.03226209727828877,-0.046416114505900996,0.0,0.5
2011-07-01,525340.0,-0.0114466253812876,0.03806124960444435,0.03226209727828877,0.165,0.33499999999999996
2011-08-01,512784.0,-0.02390071191989951,-0.0114466253812876,0.03806124960444435,0.33,0.16999999999999998
2011-09-01,531106.0,0.03573044400761338,-0.02390071191989951,-0.0114466253812876,0.0,0.5
2011-10-01,526809.0,-0.00809066363400146,0.03573044400761338,-0.02390071191989951,0.165,0.33499999999999996
2011-11-01,489211.0,-0.07136931981040562,-0.00809066363400146,0.03573044400761338,0.33,0.16999999999999998
2011-12-01,489509.0,0.0006091441116409246,-0.07136931981040562,-0.00809066363400146,0.0,0.5
2012-01-01,471166.0,-0.03747224259410964,0.0006091441116409246,-0.07136931981040562,0.165,0.33499999999999996
2012-02-01,414823.0,-0.11958205812813316,-0.03747224259410964,0.0006091441116409246,0.33,0.16999999999999998
2012-03-01,401864.0,-0.03123982999978303,-0.11958205812813316,-0.03747224259410964,0.5,0.0
2012-04-01,416112.0,0.035454780721836165,-0.03123982999978303,-0.11958205812813316,0.0,0.5
2012-05-01,422079.0,0.014339889260583716,0.035454780721836165,-0.03123982999978303,0.0,0.5
2012-06-01,446406.0,0.05763612972926868,0.014339889260583716,0.035454780721836165,0.0,0.5
2012-07-01,438755.0,-0.017139106553227368,0.05763612972926868,0.014339889260583716,0.165,0.33499999999999996
2012-08-01,415727.0,-0.05248487196727103,-0.017139106553227368,0.05763612972926868,0.33,0.16999999999999998
2012-09-01,368704.0,-0.1131102863177037,-0.05248487196727103,-0.017139106553227368,0.5,0.0
2012-10-01,345833.0,-0.06203078892553371,-0.1131102863177037,-0.05248487196727103,0.5,0.0
2012-11-01,360394.0,0.042104136967842765,-0.06203078892553371,-0.1131102863177037,0.0,0.5
2012-12-01,348488.0,-0.033036066083231175,0.042104136967842765,-0.06203078892553371,0.165,0.33499999999999996
2013-01-01,315674.0,-0.09416106149996561,-0.033036066083231175,0.042104136967842765,0.33,0.16999999999999998
2013-02-01,326439.0,0.034101636498413024,-0.09416106149996561,-0.033036066083231175,0.0,0.5
2013-03-01,308784.0,-0.05408361133320472,0.034101636498413024,-0.09416106149996561,0.165,0.33499999999999996
2013-04-01,317829.0,0.029292320845639708,-0.05408361133320472,0.034101636498413024,0.0,0.5
2013-05-01,326396.0,0.026954746105610328,0.029292320845639708,-0.05408361133320472,0.0,0.5
2013-06-01,316899.0,-0.029096557555852387,0.026954746105610328,0.029292320845639708,0.165,0.33499999999999996
2013-07-01,336708.0,0.06250887506745051,-0.029096557555852387,0.026954746105610328,0.0,0.5
2013-08-01,321981.0,-0.04373819451869276,0.06250887506745051,-0.029096557555852387,0.165,0.33499999999999996
2013-09-01,301799.0,-0.06268071718517554,-0.04373819451869276,0.06250887506745051,0.33,0.16999999999999998
2013-10-01,270402.0,-0.10403281654346108,-0.06268071718517554,-0.04373819451869276,0.5,0.0
2013-11-01,265314.0,-0.018816428872567514,-0.10403281654346108,-0.06268071718517554,0.5,0.0
2013-12-01,265895.0,0.002189858054983951,-0.018816428872567514,-0.10403281654346108,0.0,0.5
2014-01-01,259286.0,-0.0248556761127513,0.002189858054983951,-0.018816428872567514,0.165,0.33499999999999996
2014-02-01,273203.0,0.05367432102003189,-0.0248556761127513,0.002189858054983951,0.0,0.5
2014-03-01,273152.0,-0.00018667437766062278,0.05367432102003189,-0.0248556761127513,0.165,0.33499999999999996
2014-04-01,280726.0,0.027728151358950237,-0.00018667437766062278,0.05367432102003189,0.0,0.5
2014-05-01,274710.0,-0.02143014897088269,0.027728151358950237,-0.00018667437766062278,0.165,0.33499999999999996
2014-06-01,265072.0,-0.03508427068545006,-0.02143014897088269,0.027728151358950237,0.33,0.16999999999999998
2014-07-01,260228.0,-0.018274280195569537,-0.03508427068545006,-0.02143014897088269,0.5,0.0
2014-08-01,244625.0,-0.0599589590666646,-0.018274280195569537,-0.03508427068545006,0.5,0.0
2014-09-01,249947.0,0.021755748594787905,-0.0599589590666646,-0.018274280195569537,0.0,0.5
2014-10-01,256546.0,0.026401597138593358,0.021755748594787905,-0.0599589590666646,0.0,0.5
2014-11-01,259830.0,0.01280082324417453,0.026401597138593358,0.021755748594787905,0.0,0.5
2014-12-01,238717.0,-0.08125697571489054,0.01280082324417453,0.026401597138593358,0.165,0.33499999999999996
2015-01-01,230922.0,-0.03265372805455835,-0.08125697571489054,0.01280082324417453,0.33,0.16999999999999998
2015-02-01,233156.0,0.009674262305020775,-0.03265372805455835,-0.08125697571489054,0.0,0.5
2015-03-01,215357.0,-0.07633944655080716,0.009674262305020775,-0.03265372805455835,0.165,0.33499999999999996
2015-04-01,216884.0,0.007090551967198655,-0.07633944655080716,0.009674262305020775,0.0,0.5
2015-05-01,209389.0,-0.034557643717378905,0.007090551967198655,-0.07633944655080716,0.165,0.33499999999999996
2015-06-01,218886.0,0.04535577322590978,-0.034557643717378905,0.007090551967198655,0.0,0.5
2015-07-01,233429.0,0.06644097840885199,0.04535577322590978,-0.034557643717378905,0.0,0.5
2015-08-01,262179.0,0.12316378856097576,0.06644097840885199,0.04535577322590978,0.0,0.5
2015-09-01,265768.0,0.013689120791520404,0.12316378856097576,0.06644097840885199,0.0,0.5
2015-10-01,264386.0,-0.005200024081153498,0.013689120791520404,0.12316378856097576,0.165,0.33499999999999996
2015-11-01,248760.0,-0.05910297822123711,-0.005200024081153498,0.013689120791520404,0.33,0.16999999999999998
2015-12-01,240646.0,-0.03261778420967998,-0.05910297822123711,-0.005200024081153498,0.5,0.0
2016-01-01,226878.0,-0.05721266923198387,-0.03261778420967998,-0.05910297822123711,0.5,0.0
2016-02-01,238395.0,0.05076296511781653,-0.05721266923198387,-0.03261778420967998,0.0,0.5
2016-03-01,220010.0,-0.07711990603829777,0.05076296511781653,-0.05721266923198387,0.165,0.33499999999999996
2016-04-01,206381.0,-0.06194718421889911,-0.07711990603829777,0.05076296511781653,0.33,0.16999999999999998
2016-05-01,201052.0,-0.025821175398898166,-0.06194718421889911,-0.07711990603829777,0.5,0.0
2016-06-01,204824.0,0.01876131548057214,-0.025821175398898166,-0.06194718421889911,0.0,0.5
2016-07-01,191994.0,-0.06263914385033009,0.01876131548057214,-0.025821175398898166,0.165,0.33499999999999996
2016-08-01,182432.0,-0.04980363969707391,-0.06263914385033009,0.01876131548057214,0.33,0.16999999999999998
2016-09-01,174181.0,-0.04522781091036665,-0.04980363969707391,-0.06263914385033009,0.5,0.0
2016-10-01,173969.0,-0.0012171247150951636,-0.04522781091036665,-0.04980363969707391,0.5,0.0
2016-11-01,164388.0,-0.0550730302525162,-0.0012171247150951636,-0.04522781091036665,0.5,0.0
2016-12-01,155286.0,-0.05536900503686404,-0.0550730302525162,-0.0012171247150951636,0.5,0.0
2017-01-01,140839.0,-0.09303478742449411,-0.05536900503686404,-0.0550730302525162,0.5,0.0
2017-02-01,140990.0,0.0010721462095015788,-0.09303478742449411,-0.05536900503686404,0.0,0.5
2017-03-01,123974.0,-0.12068941059649618,0.0010721462095015788,-0.09303478742449411,0.165,0.33499999999999996
2017-04-01,113980.0,-0.08061367706131928,-0.12068941059649618,0.0010721462095015788,0.33,0.16999999999999998
2017-05-01,106419.0,-0.06633619933321633,-0.08061367706131928,-0.12068941059649618,0.5,0.0
2017-06-01,87108.0,-0.18146195698136613,-0.06633619933321633,-0.08061367706131928,0.5,0.0
2017-07-01,99872.0,0.146530743444919,-0.18146195698136613,-0.06633619933321633,0.0,0.5
2017-08-01,91194.0,-0.08689122076257605,0.146530743444919,-0.18146195698136613,0.165,0.33499999999999996
2017-09-01,87558.0,-0.03987104414764131,-0.08689122076257605,0.146530743444919,0.33,0.16999999999999998
2017-10-01,85750.0,-0.02064916969323194,-0.03987104414764131,-0.08689122076257605,0.5,0.0
2017-11-01,86927.0,0.013725947521865844,-0.02064916969323194,-0.03987104414764131,0.0,0.5
2017-12-01,84205.0,-0.03131363097771689,0.013725947521865844,-0.02064916969323194,0.165,0.33499999999999996
2018-01-01,47562.0,-0.4351641826494864,-0.03131363097771689,0.013725947521865844,0.33,0.16999999999999998
2018-02-01,26442.0,-0.4440519742651696,-0.4351641826494864,-0.03131363097771689,0.5,0.0
2018-03-01,50686.0,0.9168746690870584,-0.4440519742651696,-0.4351641826494864,0.0,0.5
2018-04-01,61418.0,0.2117349958568442,0.9168746690870584,-0.4440519742651696,0.0,0.5
2018-05-01,85016.0,0.3842196098863526,0.2117349958568442,0.9168746690870584,0.0,0.5
2018-06-01,108559.0,0.27692434365295937,0.3842196098863526,0.2117349958568442,0.0,0.5
2018-07-01,119886.0,0.1043395757145884,0.27692434365295937,0.3842196098863526,0.0,0.5
2018-08-01,120215.0,0.002744273726706936,0.1043395757145884,0.27692434365295937,0.0,0.5
2018-09-01,115294.0,-0.040934991473609794,0.002744273726706936,0.1043395757145884,0.165,0.33499999999999996
2018-10-01,114963.0,-0.0028709212968585085,-0.040934991473609794,0.002744273726706936,0.33,0.16999999999999998
2018-11-01,134059.0,0.16610561658968548,-0.0028709212968585085,-0.040934991473609794,0.0,0.5
2018-12-01,130340.0,-0.027741516794844046,0.16610561658968548,-0.0028709212968585085,0.165,0.33499999999999996
2019-01-01,118002.0,-0.09466011968697252,-0.027741516794844046,0.16610561658968548,0.33,0.16999999999999998
2019-02-01,85711.0,-0.27364790427280894,-0.09466011968697252,-0.027741516794844046,0.5,0.0
2019-03-01,77447.0,-0.09641702931945728,-0.27364790427280894,-0.09466011968697252,0.5,0.0
2019-04-01,83345.0,0.0761553062094078,-0.09641702931945728,-0.27364790427280894,0.0,0.5
2019-05-01,65867.0,-0.20970664107025017,0.0761553062094078,-0.09641702931945728,0.165,0.33499999999999996
2019-06-01,93863.0,0.42503833482624076,-0.20970664107025017,0.0761553062094078,0.0,0.5
2019-07-01,74166.0,-0.20984839606660777,0.42503833482624076,-0.20970664107025017,0.165,0.33499999999999996
2019-08-01,62563.0,-0.15644635007955132,-0.20984839606660777,0.42503833482624076,0.33,0.16999999999999998
2019-09-01,60290.0,-0.036331377971005274,-0.15644635007955132,-0.20984839606660777,0.5,0.0
2019-10-01,45199.0,-0.25030685022391774,-0.036331377971005274,-0.15644635007955132,0.5,0.0
2019-11-01,36888.0,-0.18387574946348373,-0.25030685022391774,-0.036331377971005274,0.5,0.0
2019-12-01,38272.0,0.03751897636087609,-0.18387574946348373,-0.25030685022391774,0.0,0.5
2020-01-01,0.0,-1.0,0.03751897636087609,-0.18387574946348373,0.165,0.33499999999999996
2020-02-01,44828.0,inf,-1.0,0.03751897636087609,0.0,0.5
2020-03-01,93799.0,1.092419916123851,inf,-1.0,0.0,0.5
2020-04-01,205661.0,1.192571349374727,1.092419916123851,inf,0.0,0.5
2020-05-01,243781.0,0.18535356727819075,1.192571349374727,1.092419916123851,0.0,0.5
2020-06-01,281612.0,0.15518436629597887,0.18535356727819075,1.192571349374727,0.0,0.5
2020-07-01,319755.0,0.1354452225047229,0.15518436629597887,0.18535356727819075,0.0,0.5
2020-08-01,342145.0,0.07002236087004121,0.1354452225047229,0.15518436629597887,0.0,0.5
2020-09-01,403849.0,0.18034459074369047,0.07002236087004121,0.1354452225047229,0.0,0.5
2020-10-01,453509.0,0.12296675242479238,0.18034459074369047,0.07002236087004121,0.0,0.5
2020-11-01,466209.0,0.028003854388777283,0.12296675242479238,0.18034459074369047,0.0,0.5
2020-12-01,438376.0,-0.05970069217882967,0.028003854388777283,0.12296675242479238,0.165,0.33499999999999996
2021-01-01,474884.0,0.08328010657517737,-0.05970069217882967,0.028003854388777283,0.0,0.5
2021-02-01,698264.0,0.4703885580478602,0.08328010657517737,-0.05970069217882967,0.0,0.5
2021-03-01,782642.0,0.12083968241238274,0.4703885580478602,0.08328010657517737,0.0,0.5
2021-04-01,852043.0,0.088675281929669,0.12083968241238274,0.4703885580478602,0.0,0.5
2021-05-01,910396.0,0.0684859801676676,0.088675281929669,0.12083968241238274,0.0,0.5
2021-06-01,977691.0,0.07391838276969587,0.0684859801676676,0.088675281929669,0.0,0.5
2021-07-01,1025849.0,0.04925687154734981,0.07391838276969587,0.0684859801676676,0.0,0.5
2021-08-01,1104410.0,0.07658144619724738,0.04925687154734981,0.07391838276969587,0.0,0.5
